order_id,Order Date,Product Name,Category,Region,Quantity,Sales,Profit,ship_date,delivery_date,shipping_type
103411,11/04/2022,Smartphone,Electronics,East,9,8145,2384.42,14/04/2022,20/04/2022,Express
100295,30/04/2024,Smartphone,Electronics,North,2,892,222.51,02/05/2024,04/05/2024,Express
102398,08/01/2023,Headphones,Accessories,East,4,3280,826.94,09/01/2023,14/01/2023,Standard
100053,09/07/2024,Printer,Office,West,7,4109,1037.64,10/07/2024,15/07/2024,Standard
100476,23/10/2022,Monitor,Accessories,South,5,2180,400.01,26/10/2022,31/10/2022,Standard
100328,25/08/2022,Printer,Office,East,1,1029,173.61,25/08/2022,30/08/2022,Economy
102750,05/12/2024,Keyboard,Accessories,North,1,776,172.19,05/12/2024,10/12/2024,Same Day
101313,21/09/2024,Mouse,Accessories,West,9,7200,1469.23,24/09/2024,28/09/2024,Economy
101135,24/08/2024,Printer,Office,East,9,9459,604.06,24/08/2024,30/08/2024,Standard
100615,14/03/2022,Smartphone,Electronics,North,5,4255,961.41,invalid_date,20/03/2022,Standard
100840,20/06/2024,Printer,Office,South,6,3954,690.1,21/06/2024,22/06/2024,Standard
100270,24/02/2023,Keyboard,Accessories,South,8,7968,1551.12,25/02/2023,28/02/2023,Economy
100301,31/10/2022,Monitor,Accessories,North,5,3570,517.82,03/11/2022,08/11/2022,Standard
100365,18/09/2024,Mouse,Accessories,West,6,3414,396.92,20/09/2024,26/09/2024,Standard
101051,30/06/2023,Printer,Office,South,9,4293,295.47,01/07/2023,02/07/2023,Express
102276,17/06/2024,Smartphone,Electronics,North,7,1806,308.92,17/06/2024,20/06/2024,Express
102779,21/08/2022,Headphones,Accessories,East,6,5874,1386.51,21/08/2022,24/08/2022,Standard
100744,29/07/2022,Headphones,Accessories,West,3,2535,292.19,01/08/2022,04/08/2022,Express
102261,16/07/2023,Headphones,Accessories,West,6,7140,605.22,19/07/2023,21/07/2023,Same Day
102502,22/08/2024,Headphones,Accessories,North,4,1340,309.8,25/08/2024,30/08/2024,Express
103004,16/04/2023,Smartwatch,Electronics,West,3,1497,122.76,18/04/2023,21/04/2023,Express
101691,04/11/2023,Laptop,Electronics,East,4,2892,863.47,07/11/2023,14/11/2023,Express
103433,17/03/2024,Headphones,Accessories,East,4,3912,550.09,18/03/2024,23/03/2024,Express
100262,22/01/2022,Printer,Office,South,4,1028,192.13,23/01/2022,28/01/2022,Standard
101787,07/05/2023,Laptop,Electronics,West,6,3486,320.91,07/05/2023,14/05/2023,Express
102996,15/07/2022,Smartwatch,Electronics,West,9,8802,2519.93,16/07/2022,21/07/2022,Standard
101528,17/09/2022,Monitor,Accessories,North,8,9056,2281.97,17/09/2022,22/09/2022,Express
100191,25/09/2022,Camera,Electronics,North,6,4680,932.97,27/09/2022,02/10/2022,Express
102571,03/03/2022,Monitor,Accessories,East,6,5370,1501.06,06/03/2022,11/03/2022,Standard
102388,14/02/2024,Mouse,Accessories,West,2,1148,173.89,17/02/2024,22/02/2024,Same Day
101297,18/08/2023,Headphones,Accessories,South,4,1960,234.88,20/08/2023,21/08/2023,Standard
100374,24/08/2022,Tablet,Electronics,West,8,2296,2479.795855,27/08/2022,01/09/2022,Economy
102796,05/10/2022,Camera,Electronics,North,5,410,40.96,08/10/2022,10/10/2022,Same Day
101179,13/03/2024,Camera,Electronics,South,2,2248,636.52,13/03/2024,14/03/2024,Same Day
103200,22/03/2024,Camera,Electronics,North,4,3792,997.99,25/03/2024,01/04/2024,Standard
100291,21/10/2024,Tablet,Electronics,East,9,7767,2172.19,22/10/2024,24/10/2024,Standard
101769,16/01/2022,Laptop,Electronics,West,9,7650,2130.82,16/01/2022,20/01/2022,Standard
100616,15/09/2022,Monitor,Accessories,,9,1341,150.7,15/09/2022,16/09/2022,Express
102081,14/03/2024,Camera,Electronics,East,2,-944,149.38,14/03/2024,20/03/2024,Standard
103160,31/05/2024,Mouse,Accessories,East,5,5990,1403.53,31/05/2024,01/06/2024,Standard
101686,12/01/2022,Printer,Office,West,1,349,42.05,13/01/2022,20/01/2022,standard
103032,29/06/2022,,Accessories,West,9,8163,2352.46,01/07/2022,05/07/2022,Express
101441,18/09/2023,Smartphone,Electronics,West,8,7048,391.96,20/09/2023,24/09/2023,Standard
100836,13/09/2024,Keyboard,Accessories,North,9,2628,459.87,16/09/2024,22/09/2024,Standard
101412,13/01/2024,Laptop,Electronics,North,1,1038,63.23,14/01/2024,15/01/2024,Standard
102296,14/03/2024,Keyboard,Accessories,East,8,832,214.81,14/03/2024,21/03/2024,Standard
102885,15/06/2023,Mouse,Accessories,North,8,6032,1636.61,15/06/2023,19/06/2023,Same Day
102222,30/10/2024,Headphones,Accessories,South,1,393,40.34,30/10/2024,04/11/2024,Standard
102703,22/01/2024,Laptop,Electronics,East,4,1356,374.79,25/01/2024,27/01/2024,Standard
103284,28/04/2022,Laptop,Electronics,,2,432,81.31,29/04/2022,01/05/2022,Express
100214,03/01/2022,Camera,Electronics,North,7,2723,638.26,05/01/2022,11/01/2022,Same Day
102410,28/07/2023,Tablet,Electronics,North,2,1280,335.22,30/07/2023,01/08/2023,Economy
101966,09/05/2024,Mouse,Accessories,South,8,3568,334.13,10/05/2024,11/05/2024,Express
103081,11/06/2024,Camera,Electronics,East,9,909,138.04,14/06/2024,17/06/2024,Express
102194,07/04/2022,Mouse,Accessories,South,5,1210,201.45,09/04/2022,14/04/2022,Express
101104,29/03/2023,Smartwatch,Electronics,East,7,4298,358.38,30/03/2023,01/04/2023,Express
102588,16/01/2024,Tablet,Electronics,West,6,966,246.21,19/01/2024,22/01/2024,Standard
101882,30/06/2022,Keyboard,Accessories,South,9,1881,430.78,30/06/2022,03/07/2022,Express
100832,20/07/2023,Laptop,Electronics,West,4,3956,293.38,21/07/2023,28/07/2023,Standard
100179,24/03/2024,Smartphone,Electronics,East,3,435,129.27,26/03/2024,01/04/2024,Standard
101396,06/10/2022,Camera,Electronics,East,7,6797,665.29,08/10/2022,14/10/2022,Standard
100690,03/11/2024,Mouse,Accessories,East,2,2372,392.07,06/11/2024,10/11/2024,Standard
102836,17/04/2024,Tablet,Electronics,West,3,1248,348.19,20/04/2024,24/04/2024,Standard
100470,04/06/2023,Mouse,Accessories,North,1,651,187.99,06/06/2023,10/06/2023,Economy
103207,13/09/2023,Smartwatch,Electronics,South,7,6237,1784.89,16/09/2023,19/09/2023,Standard
101698,14/11/2024,Tablet,Electronics,East,9,5238,1152.42,15/11/2024,19/11/2024,Express
100704,02/02/2024,Headphones,Accessories,West,2,2288,234.97,02/02/2024,05/02/2024,Express
102072,05/01/2022,Mouse,Accessories,East,5,3745,720.08,06/01/2022,08/01/2022,Standard
100488,19/06/2022,Mouse,Accessories,West,5,855,67.57,22/06/2022,25/06/2022,Economy
102167,08/07/2022,Headphones,Accessories,North,8,920,214.27,11/07/2022,17/07/2022,Same Day
100602,11/10/2024,Tablet,Electronics,East,7,3500,919.35,13/10/2024,15/10/2024,Express
102289,22/10/2024,Camera,Electronics,South,7,2296,138.93,23/10/2024,30/10/2024,Standard
102554,25/07/2022,Monitor,Accessories,South,4,464,47.93,28/07/2022,03/08/2022,Standard
102019,17/11/2024,Tablet,Electronics,West,2,210,42.04,18/11/2024,22/11/2024,Express
100051,03/05/2024,Headphones,Accessories,East,8,5880,436.85,03/05/2024,07/05/2024,Express
101267,01/10/2024,Smartwatch,Electronics,North,8,4048,666.1,02/10/2024,03/10/2024,Express
102562,23/11/2024,Laptop,Electronics,South,4,4596,947.45,25/11/2024,28/11/2024,Standard
103417,05/11/2024,Printer,Office,South,5,4375,347.43,08/11/2024,09/11/2024,Express
102655,29/04/2024,Headphones,Accessories,South,2,2244,353.83,01/05/2024,06/05/2024,Standard
102119,15/04/2022,Mouse,Accessories,South,5,1465,424.64,17/04/2022,19/04/2022,Standard
103449,26/04/2023,Laptop,Electronics,South,5,275,64.9,27/04/2023,01/05/2023,Same Day
100063,14/07/2023,Smartwatch,Electronics,North,1,851,93.56,17/07/2023,23/07/2023,Standard
100769,11/02/2023,Monitor,Accessories,North,5,5155,356.43,12/02/2023,16/02/2023,Express
101256,14/12/2022,Monitor,Accessories,West,8,6968,1226.22,14/12/2022,19/12/2022,Standard
101390,29/09/2022,Mouse,Accessories,South,7,770,129.11,30/09/2022,06/10/2022,Standard
101980,20/03/2023,Laptop,Electronics,East,1,920,98.31,22/03/2023,29/03/2023,Standard
100819,01/08/2023,Camera,Electronics,North,9,7533,1285.72,04/08/2023,05/08/2023,Standard
100780,09/05/2023,Printer,Office,West,5,1995,369.22,12/05/2023,16/05/2023,Expres
101936,30/01/2023,,Accessories,West,3,1791,122.5,31/01/2023,03/02/2023,Same Day
101054,10/03/2022,Printer,Office,South,5,5515,330.02,10/03/2022,15/03/2022,Standard
102307,30/05/2024,Tablet,Electronics,North,8,6960,1913.58,30/05/2024,06/06/2024,Same Day
102954,18/01/2024,Monitor,Accessories,West,5,5415,1261.65,19/01/2024,23/01/2024,Express
100210,08/05/2023,Monitor,Accessories,South,9,6939,1249.31,09/05/2023,12/05/2023,Same Day
101568,02/01/2024,Printer,Office,West,8,3816,574.57,05/01/2024,06/01/2024,Standard
100752,29/05/2022,Monitor,Accessories,North,9,6471,1844.59,29/05/2022,05/06/2022,Standard
102579,24/11/2023,Printer,Office,West,0,604,180.93,26/11/2023,01/12/2023,Same Day
101197,09/07/2024,Headphones,Accessories,North,5,310,32.01,12/07/2024,13/07/2024,Standard
102847,11/10/2023,Tablet,Electronics,North,8,6968,704.55,12/10/2023,19/10/2023,Express
102604,20/06/2024,Headphones,Accessories,North,3,1962,469.94,23/06/2024,06-29-2024,Standard
101090,19/04/2023,Keyboard,Accessories,South,2,1738,163.38,21/04/2023,26/04/2023,Standard
103170,12/01/2024,Headphones,Accessories,South,6,978,182.46,14/01/2024,16/01/2024,Standard
101395,25/11/2022,Headphones,Accessories,South,5,4680,516.26,27/11/2022,30/11/2022,Standard
102661,05/03/2022,Laptop,Electronics,South,7,5285,1338.58,08/03/2022,10/03/2022,Express
102641,25/09/2023,Keyboard,Accessories,South,6,6408,885.71,26/09/2023,26/09/2023,Standard
101229,23/10/2023,Camera,Electronics,South,9,3780,724.36,24/10/2023,29/10/2023,Standard
100716,15/08/2022,Monitor,Accessories,West,3,1479,207.58,17/08/2022,21/08/2022,Express
103083,12/11/2024,Smartwatch,Electronics,South,1,281,67.85,12/11/2024,18/11/2024,Standard
102925,03/12/2022,Tablet,Electronics,West,2,702,112.04,03/12/2022,09/12/2022,Standard
102552,02/10/2024,Laptop,Electronics,South,4,-2408,721.8,02/10/2024,05/10/2024,Same Day
100339,12/04/2024,Monitor,Accessories,South,1,-213,42.94,15/04/2024,22/04/2024,Standard
100735,17/04/2022,Camera,Electronics,West,8,968,271.61,19/04/2022,20/04/2022,Standard
102830,01/03/2023,Headphones,Accessories,South,3,1785,93.17,04/03/2023,05/03/2023,Standard
102621,17/01/2023,Printer,Office,North,3,1674,435.95,18/01/2023,23/01/2023,Standard
100550,24/06/2023,Mouse,Accessories,South,8,5256,1118.16,27/06/2023,30/06/2023,Economy
100517,22/10/2022,Smartwatch,Electronics,East,8,1280,131.56,22/10/2022,24/10/2022,Standard
101291,14/05/2023,Mouse,Accessories,West,8,2976,507.77,17/05/2023,24/05/2023,Standard
100749,09/04/2023,Tablet,Electronics,North,3,603,153.37,09/04/2023,12/04/2023,Same Day
102288,04/11/2023,Monitor,Accessories,South,6,6630,512.6,07/11/2023,11/11/2023,Same Day
102511,24/07/2024,Tablet,Electronics,South,8,5176,619.45,27/07/2024,02/08/2024,Express
102335,20/04/2023,Keyboard,Accessories,South,2,2016,198.26,22/04/2023,28/04/2023,Standard
102933,08/04/2024,Tablet,Electronics,West,4,1500,127.81,09/04/2024,12/04/2024,Same Day
102280,27/04/2022,Camera,Electronics,East,0,2691,761.16,30/04/2022,02/05/2022,Economy
101558,13/08/2022,Smartwatch,Electronics,North,9,7128,457.11,16/08/2022,18/08/2022,Express
102157,02/02/2023,Mouse,Accessories,North,5,2735,483.2,04/02/2023,10/02/2023,Express
103183,10/01/2023,Smartwatch,Electronics,North,4,4476,977.6,10/01/2023,16/01/2023,Same Day
102236,13/09/2024,Headphones,Accessories,North,5,2805,438.89,13/09/2024,16/09/2024,Express
102346,23/06/2024,Mouse,Accessories,North,6,6576,815.56,24/06/2024,25/06/2024,Economy
100842,15/02/2022,Printer,Office,North,4,2804,391.59,18/02/2022,22/02/2022,Express
101381,22/05/2022,Smartphone,Electronics,North,6,4596,1162.75,23/05/2022,30/05/2022,Express
100020,05/03/2024,Mouse,Accessories,North,7,5712,651.27,07/03/2024,13/03/2024,Standard
102272,07/03/2024,,Accessories,East,1,357,79.86,08/03/2024,11/03/2024,Standard
100879,26/04/2023,Camera,Electronics,West,8,8328,466.38,28/04/2023,05/05/2023,Standard
102643,10/12/2024,Tablet,Electronics,West,3,2262,245.66,11/12/2024,18/12/2024,Express
101062,02/10/2022,Laptop,Electronics,East,7,1750,90.21,02/10/2022,03/10/2022,Standard
102857,09/03/2023,Smartwatch,Electronics,West,3,1488,382.09,12/03/2023,13/03/2023,Economy
100785,18/02/2024,Monitor,Accessories,North,1,199,48.92,20/02/2024,26/02/2024,Standard
102006,13/03/2022,Laptop,Electronics,East,5,1160,227.13,14/03/2022,15/03/2022,Standard
100863,16/09/2022,Mouse,Accessories,East,2,442,28.13,19/09/2022,26/09/2022,Economy
102052,26/03/2023,Printer,Office,North,6,6432,1410.52,invalid_date,01/04/2023,Standard
102498,29/01/2024,Monitor,Accessories,,5,-5165,283.6,29/01/2024,04/02/2024,Same Day
102829,28/11/2024,Laptop,Electronics,,1,104,18.67,28/11/2024,03/12/2024,Standard
100354,04/12/2023,Laptop,Electronics,North,3,1638,306.29,07/12/2023,11/12/2023,Express
102039,02/01/2022,Mouse,Accessories,North,8,6600,6961.634351,03/01/2022,10/01/2022,Standard
103275,19/11/2022,Smartwatch,Electronics,East,1,379,42.24,22/11/2022,29/11/2022,Standard
101697,26/01/2022,Headphones,Accessories,South,7,4186,655.53,26/01/2022,02/02/2022,Standard
102020,17/09/2022,Printer,Office,North,2,180,10.78,18/09/2022,22/09/2022,Standard
103380,22/09/2024,Smartwatch,Electronics,EAST,6,6462,1466.15,25/09/2024,28/09/2024,Standard
101141,30/06/2022,Keyboard,Accessories,South,4,468,131.48,01/07/2022,02/07/2022,Standard
102923,24/12/2024,Tablet,Electronics,North,9,1359,187.72,26/12/2024,12-31-2024,Express
101430,04/03/2024,Smartphone,Electronics,West,9,10458,1835.21,05/03/2024,06/03/2024,Express
102389,01/05/2024,Monitor,Accessories,East,8,8824,597.1,04/05/2024,06/05/2024,Standard
101526,04/06/2024,Printer,Office,West,5,1830,437.35,05/06/2024,07/06/2024,Standard
101767,18/11/2023,Smartphone,Electronics,South,3,1680,140.27,19/11/2023,24/11/2023,Same Day
100058,30/09/2024,Monitor,Accessories,West,5,5210,1338.8,02/10/2024,04/10/2024,Express
102302,06/12/2024,Headphones,Accessories,North,1,541,52.5,08/12/2024,12/12/2024,Express
102347,16/11/2022,Keyboard,Accessories,South,9,10629,2843.54,19/11/2022,24/11/2022,Standard
102084,20/09/2024,Camera,Electronics,South,6,816,98.75,20/09/2024,24/09/2024,Express
103445,03/09/2023,Monitor,Accessories,South,5,4615,251,05/09/2023,09/09/2023,Express
102248,24/08/2023,Keyboard,Accessories,South,4,3788,875.54,24/08/2023,31/08/2023,Economy
102676,18/01/2022,Printer,Office,East,7,3780,351.51,21/01/2022,27/01/2022,Express
101667,13/10/2023,Headphones,Accessories,East,2,414,51.1,15/10/2023,17/10/2023,Express
102646,04/01/2024,Camera,Electronics,South,8,5176,1400.82,06/01/2024,10/01/2024,Express
102725,25/10/2023,Mouse,Accessories,West,1,956,167.16,27/10/2023,01/11/2023,Standard
101533,02/08/2023,Mouse,Accessories,East,1,1032,291.41,02/08/2023,04/08/2023,Standard
102653,18/08/2022,Smartwatch,Electronics,West,6,7026,1814.21,19/08/2022,22/08/2022,Standard
100147,23/10/2022,Keyboard,Accessories,West,9,10035,1486.3,23/10/2022,28/10/2022,Standard
101536,23/05/2022,Camera,Electronics,,3,924,183.18,23/05/2022,30/05/2022,Same Day
102864,06/07/2023,Printer,Office,North,4,632,114.82,06/07/2023,12/07/2023,Same Day
102882,19/01/2022,Mouse,Accessories,East,8,1896,448.53,21/01/2022,26/01/2022,Express
101123,26/05/2023,Monitor,Accessories,East,5,1370,253.92,26/05/2023,27/05/2023,Same Day
101351,20/04/2022,Keyboard,Accessories,West,4,616,175.75,21/04/2022,27/04/2022,Express
100452,29/05/2023,Camera,Electronics,NORTH,9,1053,1121.896638,30/05/2023,05/06/2023,Economy
102575,04/11/2024,Monitor,Accessories,West,9,4581,250.06,05/11/2024,06/11/2024,Standard
103319,05/12/2023,Laptop,Electronics,North,4,3824,711.92,05/12/2023,06/12/2023,Economy
100192,10/07/2024,Camera,Electronics,North,5,2520,487.18,12/07/2024,14/07/2024,Standard
101038,27/07/2023,Printer,Office,North,2,300,47.59,28/07/2023,03/08/2023,Standard
102369,11/01/2024,Keyboard,Accessories,North,7,4095,883.56,11/01/2024,16/01/2024,Standard
101136,10/06/2022,Printer,Office,North,3,168,45.31,12/06/2022,18/06/2022,Standard
102397,27/07/2024,Printer,Office,East,2,1868,307.32,28/07/2024,04/08/2024,Same Day
102447,02/08/2023,Smartwatch,Electronics,West,5,5845,978.75,04/08/2023,11/08/2023,Express
100626,12/03/2024,Laptop,Electronics,West,9,1062,73.58,13/03/2024,14/03/2024,Standard
102873,27/11/2023,Smartwatch,Electronics,East,6,5508,1632.37,27/11/2023,03/12/2023,Express
102528,30/07/2023,Smartphone,Electronics,South,3,2379,148.68,30/07/2023,03/08/2023,Economy
100974,17/06/2022,Keyboard,Accessories,South,1,166,31.97,17/06/2022,23/06/2022,Standard
101549,12/12/2023,Keyboard,Accessories,North,8,6880,1570.91,12/12/2023,19/12/2023,Economy
102325,19/08/2024,Printer,Office,South,1,915,129.08,22/08/2024,26/08/2024,Standard
100150,17/07/2022,Smartphone,Electronics,South,5,765,157.64,20/07/2022,21/07/2022,Standard
102765,07/02/2023,Smartwatch,Electronics,West,8,7072,1983.42,09/02/2023,10/02/2023,Same Day
101344,20/08/2023,,Electronics,NORTH,7,3101,926.09,20/08/2023,26/08/2023,Standard
103396,04/08/2024,Camera,Electronics,South,7,7791,1844.69,05/08/2024,07/08/2024,Economy
101521,18/06/2022,Mouse,Accessories,East,9,6705,1283.78,20/06/2022,24/06/2022,Same Day
101705,24/05/2024,Keyboard,Accessories,East,9,2070,457.39,27/05/2024,31/05/2024,Standard
101939,03/08/2022,Headphones,Accessories,East,5,1620,325.87,03/08/2022,07/08/2022,Standard
100484,18/07/2024,Laptop,Electronics,West,1,625,125.9,19/07/2024,26/07/2024,Standard
103302,29/09/2022,Keyboard,Accessories,East,5,1020,162.36,01/10/2022,05/10/2022,Standard
101371,20/01/2022,Monitor,Accessories,East,1,513,87.58,21/01/2022,28/01/2022,standard
102382,04/03/2023,Laptop,Electronics,East,4,944,176.56,07/03/2023,13/03/2023,Express
100649,15/08/2024,Tablet,Electronics,North,8,3296,623.67,18/08/2024,21/08/2024,Standard
102609,05/10/2023,Laptop,Electronics,South,1,575,104.31,08/10/2023,13/10/2023,Express
101458,24/08/2023,Smartphone,Electronics,West,1,137,39.35,25/08/2023,01/09/2023,Standard
101347,20/09/2024,Laptop,Electronics,North,1,749,68.17,22/09/2024,23/09/2024,Express
101962,06/12/2024,Monitor,Accessories,East,5,3505,678.18,06/12/2024,11/12/2024,Standard
102202,28/03/2023,Printer,Office,West,6,1608,302.32,28/03/2023,30/03/2023,Standard
102434,03/01/2023,Camera,Electronics,West,6,696,100.78,04/01/2023,10/01/2023,Standard
101414,15/04/2022,Smartwatch,Electronics,South,6,6624,1136.09,17/04/2022,23/04/2022,Standard
101718,07/04/2024,Smartphone,Electronics,South,4,2380,594.86,08/04/2024,09/04/2024,Standard
101294,20/10/2022,,Office,West,1,98,28.57,23/10/2022,26/10/2022,Standard
100945,12/03/2022,Smartwatch,Electronics,West,2,1750,103.99,12/03/2022,15/03/2022,Standard
103179,29/08/2023,Headphones,Accessories,South,9,10080,1794.73,29/08/2023,02/09/2023,Standard
100072,14/08/2024,Keyboard,Accessories,East,8,5912,1143.04,invalid_date,20/08/2024,Standard
101423,16/02/2023,Mouse,Accessories,East,1,849,205.88,18/02/2023,23/02/2023,Same Day
102455,24/04/2024,Printer,Office,North,2,944,94.4,25/04/2024,30/04/2024,Express
101589,24/10/2022,Smartwatch,Electronics,South,7,4270,1197.44,24/10/2022,28/10/2022,Standard
103288,10/11/2022,Monitor,Accessories,East,6,6522,502.98,10/11/2022,12/11/2022,Express
100762,05/11/2023,Monitor,Accessories,East,9,5976,1747.57,08/11/2023,11/11/2023,Standard
100089,21/03/2023,Keyboard,Accessories,West,4,4572,1038.05,24/03/2023,31/03/2023,Standard
101298,15/09/2024,Mouse,Accessories,West,7,2751,675.95,17/09/2024,20/09/2024,Same Day
101209,09/07/2024,Monitor,Accessories,West,3,1986,361.33,invalid_date,15/07/2024,Standard
100017,11/02/2023,Tablet,Electronics,South,2,2212,145.75,11/02/2023,18/02/2023,Standard
103273,10/08/2023,Monitor,Accessories,South,4,2804,3357.631098,11/08/2023,15/08/2023,Economy
100804,17/03/2023,Printer,Office,West,3,1893,508.8,19/03/2023,24/03/2023,Standard
102224,03/09/2022,Headphones,Accessories,South,9,4797,1193.95,04/09/2022,06/09/2022,Same Day
103313,18/06/2024,Mouse,Accessories,East,2,1590,147.2,18/06/2024,22/06/2024,Standard
102108,15/02/2022,Tablet,Electronics,West,4,3452,5370.423578,16/02/2022,21/02/2022,Standard
100838,15/11/2024,Headphones,Accessories,East,8,7256,558.79,15/11/2024,21/11/2024,Standard
101057,09/09/2024,Smartwatch,Electronics,West,5,705,198.62,invalid_date,19/09/2024,Express
100864,13/01/2023,Smartphone,Electronics,East,6,2478,153.86,16/01/2023,21/01/2023,Express
102216,17/04/2024,Smartwatch,Electronics,East,8,472,116.36,18/04/2024,20/04/2024,Same Day
101918,08/09/2024,Headphones,Accessories,North,3,2508,498.69,09/09/2024,13/09/2024,Standard
100298,18/10/2022,Camera,Electronics,West,1,354,65.99,19/10/2022,20/10/2022,Standard
102866,28/01/2022,Smartwatch,Electronics,South,5,1295,104.26,29/01/2022,04/02/2022,Standard
101195,07/02/2022,Keyboard,Accessories,West,5,4550,1039.34,09/02/2022,15/02/2022,Express
102159,15/05/2022,Smartwatch,Electronics,South,1,263,69.39,16/05/2022,22/05/2022,Express
101061,08/01/2023,Monitor,Accessories,North,7,5131,368.11,10/01/2023,13/01/2023,Standard
101029,16/09/2024,Printer,Office,North,8,4080,336.96,17/09/2024,21/09/2024,Express
102599,26/03/2024,Headphones,Accessories,South,7,2387,463.92,27/03/2024,29/03/2024,Standard
101432,28/09/2022,Printer,Office,West,4,3432,364.27,28/09/2022,05/10/2022,Express
100398,01/07/2023,Monitor,Accessories,SOUTH,1,612,174.52,02/07/2023,05/07/2023,Standard
102685,03/07/2022,Keyboard,Accessories,East,9,8640,1963.34,04/07/2022,10/07/2022,Express
101587,13/05/2022,Printer,Office,East,7,5635,1665.01,13/05/2022,15/05/2022,Standard
101321,10/11/2022,Smartwatch,Electronics,West,2,1200,191.43,11/11/2022,16/11/2022,Standard
101963,26/05/2024,Monitor,Accessories,East,5,4795,819.12,29/05/2024,01/06/2024,Express
101625,22/11/2023,Smartphone,Electronics,West,4,3684,1009.1,25/11/2023,01/12/2023,Standard
100395,03/02/2023,Monitor,Accessories,South,4,2836,698.83,06/02/2023,13/02/2023,Express
100094,16/02/2022,Mouse,Accessories,North,6,1512,423.03,19/02/2022,21/02/2022,Standard
101134,04/09/2024,Smartwatch,Electronics,South,3,1338,396.08,06/09/2024,07/09/2024,Express
102336,30/06/2022,Laptop,Electronics,North,6,1266,220.5,01/07/2022,08/07/2022,Same Day
101513,28/07/2024,Camera,Electronics,North,9,4554,1031.09,29/07/2024,05/08/2024,Express
101206,29/09/2024,Laptop,Electronics,North,1,450,75.89,01/10/2024,05/10/2024,Standard
102737,15/05/2022,Mouse,Accessories,North,8,2760,156.53,15/05/2022,17/05/2022,Express
102700,10/08/2023,Smartwatch,Electronics,West,3,1656,469.28,13/08/2023,20/08/2023,Standard
103103,18/04/2023,Tablet,Electronics,East,8,3864,855.75,19/04/2023,22/04/2023,Standard
102021,12/09/2024,Tablet,Electronics,North,4,380,72.88,14/09/2024,19/09/2024,Standard
101363,29/01/2024,Smartphone,Electronics,West,9,8343,821,invalid_date,04/02/2024,Express
101324,12/03/2022,Keyboard,Accessories,East,6,6780,1794.97,15/03/2022,19/03/2022,Standard
101707,29/05/2023,Camera,Electronics,South,6,6234,758.78,01/06/2023,07/06/2023,Economy
102326,15/09/2024,Smartwatch,Electronics,East,9,3591,423,16/09/2024,18/09/2024,Express
100661,23/03/2022,Keyboard,Accessories,South,4,3496,1032.81,25/03/2022,28/03/2022,Standard
101483,02/05/2024,Smartphone,Electronics,North,1,225,51.07,02/05/2024,05/05/2024,Standard
101818,07/04/2022,Printer,Office,,4,2796,682.65,07/04/2022,13/04/2022,Standard
103101,04/01/2024,Camera,Electronics,East,1,179,42.37,04/01/2024,11/01/2024,Standard
100317,17/03/2023,Smartwatch,Electronics,South,9,5751,1196.23,19/03/2023,25/03/2023,Standard
102030,08/02/2022,Printer,Office,West,1,184,50.19,10/02/2022,15/02/2022,Standard
102095,21/12/2023,Camera,Electronics,East,8,8440,1504.18,24/12/2023,27/12/2023,Express
100947,05/07/2024,Laptop,Electronics,South,4,3724,276.85,05/07/2024,07/07/2024,Standard
102590,13/01/2024,Mouse,Accessories,West,9,6138,1478.57,13/01/2024,15/01/2024,Standard
100770,11/12/2023,Smartphone,Electronics,East,5,5175,786.27,13/12/2023,19/12/2023,Economy
101724,19/04/2023,Smartphone,Electronics,West,2,604,102.52,21/04/2023,25/04/2023,Standard
103242,29/09/2023,Smartphone,Electronics,WEST,7,1596,359.71,02/10/2023,06/10/2023,Standard
100544,27/10/2023,Smartwatch,Electronics,North,6,1344,338.4,30/10/2023,02/11/2023,standard
101216,17/09/2024,Smartwatch,Electronics,North,6,5178,1321.58,19/09/2024,26/09/2024,Standard
103480,21/09/2023,Tablet,Electronics,South,8,1456,271.26,24/09/2023,27/09/2023,Economy
103001,24/11/2024,Smartphone,Electronics,South,8,536,57.08,26/11/2024,03/12/2024,Standard
100635,27/11/2024,Monitor,Accessories,North,2,340,39.12,29/11/2024,06/12/2024,Standard
101795,30/11/2023,Camera,Electronics,South,3,3126,870.95,30/11/2023,06/12/2023,Express
102521,08/06/2023,Smartphone,Electronics,East,6,2940,184.97,08/06/2023,11/06/2023,Same Day
100108,14/03/2023,Tablet,Electronics,South,7,1421,248.02,15/03/2023,20/03/2023,Standard
102530,31/05/2023,Smartwatch,Electronics,West,9,9054,644.36,03/06/2023,10/06/2023,Standard
102374,26/07/2024,Camera,Electronics,East,4,1084,134.42,28/07/2024,02/08/2024,Standard
101911,25/02/2024,Tablet,Electronics,North,2,1458,154.79,28/02/2024,03/03/2024,Express
102975,17/08/2022,Camera,Electronics,North,5,5070,889.97,18/08/2022,20/08/2022,Standard
102570,11/09/2023,Camera,Electronics,South,3,-3399,489.36,14/09/2023,15/09/2023,Same Day
101706,12/09/2022,Printer,Office,North,5,1230,158.23,15/09/2022,20/09/2022,Standard
103286,07/09/2022,Monitor,Accessories,North,8,1224,281.43,07/09/2022,12/09/2022,Standard
100139,24/04/2024,Monitor,Accessories,East,5,940,266.02,25/04/2024,30/04/2024,Standard
100712,14/08/2022,Camera,Electronics,North,7,1085,130.72,16/08/2022,19/08/2022,Standard
